No,Title,Link,Tags,Acceptance,Difficulty,Frequency
346,Moving Average from Data Stream,https://leetcode.com/problems/moving-average-from-data-stream/description/,[Array][Design][Queue][Data Stream],78.1%,Easy,3.8700429331872632
236,Lowest Common Ancestor of a Binary Tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/description/,[Tree][Depth-First Search][Binary Tree],61.6%,Medium,3.8655205450484194
691,Stickers to Spell Word,https://leetcode.com/problems/stickers-to-spell-word/description/,[Array][String][Dynamic Programming][Backtracking][Bit Manipulation][Bitmask],48.0%,Hard,3.820847124762276
50,"Pow(x, n)",https://leetcode.com/problems/powx-n/description/,[Math][Recursion],34.5%,Medium,3.681717997107765
560,Subarray Sum Equals K,https://leetcode.com/problems/subarray-sum-equals-k/description/,[Array][Hash Table][Prefix Sum],43.4%,Medium,3.591889189405444
129,Sum Root to Leaf Numbers,https://leetcode.com/problems/sum-root-to-leaf-numbers/description/,[Tree][Depth-First Search][Binary Tree],63.3%,Medium,3.5293985016362384
973,K Closest Points to Origin,https://leetcode.com/problems/k-closest-points-to-origin/description/,[Array][Math][Divide and Conquer][Geometry][Sorting][Heap (Priority Queue)][Quickselect],66.2%,Medium,3.472307582780134
827,Making A Large Island,https://leetcode.com/problems/making-a-large-island/description/,[Array][Depth-First Search][Breadth-First Search][Union Find][Matrix],46.7%,Hard,3.452461773897938
65,Valid Number,https://leetcode.com/problems/valid-number/description/,[String],19.5%,Hard,3.4324085475940267
162,Find Peak Element,https://leetcode.com/problems/find-peak-element/description/,[Array][Binary Search],45.9%,Medium,3.343133580707394
986,Interval List Intersections,https://leetcode.com/problems/interval-list-intersections/description/,[Array][Two Pointers],71.5%,Medium,3.3334352795613365
1091,Shortest Path in Binary Matrix,https://leetcode.com/problems/shortest-path-in-binary-matrix/description/,[Array][Breadth-First Search][Matrix],47.1%,Medium,3.3325382328547573
708,Insert into a Sorted Circular Linked List,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list/description/,[Linked List],35.7%,Medium,3.306936879064404
199,Binary Tree Right Side View,https://leetcode.com/problems/binary-tree-right-side-view/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],62.8%,Medium,3.3064643838782444
56,Merge Intervals,https://leetcode.com/problems/merge-intervals/description/,[Array][Sorting],47.1%,Medium,3.253203681602053
670,Maximum Swap,https://leetcode.com/problems/maximum-swap/description/,[Math][Greedy],48.5%,Medium,3.117836806495837
146,LRU Cache,https://leetcode.com/problems/lru-cache/description/,[Hash Table][Linked List][Design][Doubly-Linked List],42.2%,Medium,3.004762177439414
249,Group Shifted Strings,https://leetcode.com/problems/group-shifted-strings/description/,[Array][Hash Table][String],65.3%,Medium,2.919081863778596
270,Closest Binary Search Tree Value,https://leetcode.com/problems/closest-binary-search-tree-value/description/,[Binary Search][Tree][Depth-First Search][Binary Search Tree][Binary Tree],52.1%,Easy,2.912897903029097
398,Random Pick Index,https://leetcode.com/problems/random-pick-index/description/,[Hash Table][Math][Reservoir Sampling][Randomized],63.0%,Medium,2.8215258479790277
138,Copy List with Random Pointer,https://leetcode.com/problems/copy-list-with-random-pointer/description/,[Hash Table][Linked List],55.5%,Medium,2.819704235017853
301,Remove Invalid Parentheses,https://leetcode.com/problems/remove-invalid-parentheses/description/,[String][Backtracking][Breadth-First Search],48.0%,Hard,2.785660803807134
766,Toeplitz Matrix,https://leetcode.com/problems/toeplitz-matrix/description/,[Array][Matrix],68.8%,Easy,2.718453415863096
543,Diameter of Binary Tree,https://leetcode.com/problems/diameter-of-binary-tree/description/,[Tree][Depth-First Search][Binary Tree],59.9%,Easy,2.710971739073401
415,Add Strings,https://leetcode.com/problems/add-strings/description/,[Math][String][Simulation],51.7%,Easy,2.681072641699556
636,Exclusive Time of Functions,https://leetcode.com/problems/exclusive-time-of-functions/description/,[Array][Stack],62.2%,Medium,2.5924625560092625
498,Diagonal Traverse,https://leetcode.com/problems/diagonal-traverse/description/,[Array][Matrix][Simulation],59.8%,Medium,2.5453718455379355
31,Next Permutation,https://leetcode.com/problems/next-permutation/description/,[Array][Two Pointers],39.5%,Medium,2.531091288773144
88,Merge Sorted Array,https://leetcode.com/problems/merge-sorted-array/description/,[Array][Two Pointers][Sorting],49.2%,Easy,2.526915248101407
987,Vertical Order Traversal of a Binary Tree,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/description/,[Hash Table][Tree][Depth-First Search][Breadth-First Search][Binary Tree],47.1%,Hard,2.5127311558974297
1216,Valid Palindrome III,https://leetcode.com/problems/valid-palindrome-iii/description/,[String][Dynamic Programming],49.9%,Hard,2.477302050402781
23,Merge k Sorted Lists,https://leetcode.com/problems/merge-k-sorted-lists/description/,[Linked List][Divide and Conquer][Heap (Priority Queue)][Merge Sort],52.2%,Hard,2.4646970802535044
523,Continuous Subarray Sum,https://leetcode.com/problems/continuous-subarray-sum/description/,[Array][Hash Table][Math][Prefix Sum],28.8%,Medium,2.4471663218051534
347,Top K Frequent Elements,https://leetcode.com/problems/top-k-frequent-elements/description/,[Array][Hash Table][Divide and Conquer][Sorting][Heap (Priority Queue)][Bucket Sort][Counting][Quickselect],62.7%,Medium,2.432125883906383
863,All Nodes Distance K in Binary Tree,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],64.3%,Medium,2.3839829727247883
317,Shortest Distance from All Buildings,https://leetcode.com/problems/shortest-distance-from-all-buildings/description/,[Array][Breadth-First Search][Matrix],43.0%,Hard,2.383002964806291
15,3Sum,https://leetcode.com/problems/3sum/description/,[Array][Two Pointers][Sorting],34.2%,Medium,2.332653761870696
125,Valid Palindrome,https://leetcode.com/problems/valid-palindrome/description/,[Two Pointers][String],47.0%,Easy,2.3262254442986707
1004,Max Consecutive Ones III,https://leetcode.com/problems/max-consecutive-ones-iii/description/,[Array][Binary Search][Sliding Window][Prefix Sum],62.7%,Medium,2.2905809120898346
283,Move Zeroes,https://leetcode.com/problems/move-zeroes/description/,[Array][Two Pointers],61.6%,Easy,2.250881985438306
163,Missing Ranges,https://leetcode.com/problems/missing-ranges/description/,[Array],33.4%,Easy,2.2504980427770174
200,Number of Islands,https://leetcode.com/problems/number-of-islands/description/,[Array][Depth-First Search][Breadth-First Search][Union Find][Matrix],58.5%,Medium,2.2036522879707747
140,Word Break II,https://leetcode.com/problems/word-break-ii/description/,[Array][Hash Table][String][Dynamic Programming][Backtracking][Trie][Memoization],47.5%,Hard,2.0773732886157767
721,Accounts Merge,https://leetcode.com/problems/accounts-merge/description/,[Array][Hash Table][String][Depth-First Search][Breadth-First Search][Union Find][Sorting],56.9%,Medium,2.045952871925792
348,Design Tic-Tac-Toe,https://leetcode.com/problems/design-tic-tac-toe/description/,[Array][Hash Table][Design][Matrix][Simulation],57.9%,Medium,2.040468731680326
133,Clone Graph,https://leetcode.com/problems/clone-graph/description/,[Hash Table][Depth-First Search][Breadth-First Search][Graph],56.6%,Medium,1.9975601586095888
689,Maximum Sum of 3 Non-Overlapping Subarrays,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/description/,[Array][Dynamic Programming],49.7%,Hard,1.9189724933235048
2060,Check if an Original String Exists Given Two Encoded Strings,https://leetcode.com/problems/check-if-an-original-string-exists-given-two-encoded-strings/description/,[String][Dynamic Programming],42.4%,Hard,1.8993901334204204
1541,Minimum Insertions to Balance a Parentheses String,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string/description/,[String][Stack][Greedy],51.4%,Medium,1.8388428122649447
173,Binary Search Tree Iterator,https://leetcode.com/problems/binary-search-tree-iterator/description/,[Stack][Tree][Design][Binary Search Tree][Binary Tree][Iterator],71.6%,Medium,1.8297868648172944
296,Best Meeting Point,https://leetcode.com/problems/best-meeting-point/description/,[Array][Math][Sorting][Matrix],60.8%,Hard,1.8152899666382487
76,Minimum Window Substring,https://leetcode.com/problems/minimum-window-substring/description/,[Hash Table][String][Sliding Window],42.7%,Hard,1.779566820155313
207,Course Schedule,https://leetcode.com/problems/course-schedule/description/,[Depth-First Search][Breadth-First Search][Graph][Topological Sort],46.6%,Medium,1.7688001137312757
953,Verifying an Alien Dictionary,https://leetcode.com/problems/verifying-an-alien-dictionary/description/,[Array][Hash Table][String],54.9%,Easy,1.7517541346143557
38,Count and Say,https://leetcode.com/problems/count-and-say/description/,[String],54.5%,Medium,1.684934412104153
658,Find K Closest Elements,https://leetcode.com/problems/find-k-closest-elements/description/,[Array][Two Pointers][Binary Search][Sliding Window][Sorting][Heap (Priority Queue)],47.2%,Medium,1.6602963296675914
1539,Kth Missing Positive Number,https://leetcode.com/problems/kth-missing-positive-number/description/,[Array][Binary Search],59.6%,Easy,1.6094379124341005
253,Meeting Rooms II,https://leetcode.com/problems/meeting-rooms-ii/description/,[Array][Two Pointers][Greedy][Sorting][Heap (Priority Queue)][Prefix Sum],51.1%,Medium,1.6028434467088195
1868,Product of Two Run-Length Encoded Arrays,https://leetcode.com/problems/product-of-two-run-length-encoded-arrays/description/,[Array][Two Pointers],58.0%,Medium,1.5933085305042167
1047,Remove All Adjacent Duplicates In String,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/description/,[String][Stack],69.3%,Easy,1.569928869429474
428,Serialize and Deserialize N-ary Tree,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree/description/,[String][Tree][Depth-First Search][Breadth-First Search],66.7%,Hard,1.5260563034950494
17,Letter Combinations of a Phone Number,https://leetcode.com/problems/letter-combinations-of-a-phone-number/description/,[Hash Table][String][Backtracking],60.0%,Medium,1.525655732676284
480,Sliding Window Median,https://leetcode.com/problems/sliding-window-median/description/,[Array][Hash Table][Sliding Window][Heap (Priority Queue)],39.3%,Hard,1.4453278927040836
695,Max Area of Island,https://leetcode.com/problems/max-area-of-island/description/,[Array][Depth-First Search][Breadth-First Search][Union Find][Matrix],71.9%,Medium,1.435264884204051
329,Longest Increasing Path in a Matrix,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/description/,[Array][Dynamic Programming][Depth-First Search][Breadth-First Search][Graph][Topological Sort][Memoization][Matrix],53.4%,Hard,1.4089368378696503
266,Palindrome Permutation,https://leetcode.com/problems/palindrome-permutation/description/,[Hash Table][String][Bit Manipulation],67.0%,Easy,1.3984157216522357
1011,Capacity To Ship Packages Within D Days,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/description/,[Array][Binary Search],69.1%,Medium,1.376991968457577
139,Word Break,https://leetcode.com/problems/word-break/description/,[Array][Hash Table][String][Dynamic Programming][Trie][Memoization],46.6%,Medium,1.3434306566881082
727,Minimum Window Subsequence,https://leetcode.com/problems/minimum-window-subsequence/description/,[String][Dynamic Programming][Sliding Window],43.3%,Hard,1.3156767939059373
1331,Rank Transform of an Array,https://leetcode.com/problems/rank-transform-of-an-array/description/,[Array][Hash Table][Sorting],61.6%,Easy,1.2599520720678372
825,Friends Of Appropriate Ages,https://leetcode.com/problems/friends-of-appropriate-ages/description/,[Array][Two Pointers][Binary Search][Sorting],47.1%,Medium,1.2456657066246064
2365,Task Scheduler II,https://leetcode.com/problems/task-scheduler-ii/description/,[Array][Hash Table][Simulation],50.6%,Medium,1.238658362313826
1644,Lowest Common Ancestor of a Binary Tree II,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/description/,[Tree][Depth-First Search][Binary Tree],63.1%,Medium,1.2181574393178924
529,Minesweeper,https://leetcode.com/problems/minesweeper/description/,[Array][Depth-First Search][Breadth-First Search][Matrix],66.4%,Medium,1.1984017592764806
378,Kth Smallest Element in a Sorted Matrix,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/description/,[Array][Binary Search][Sorting][Heap (Priority Queue)][Matrix],62.3%,Medium,1.1903207151576087
282,Expression Add Operators,https://leetcode.com/problems/expression-add-operators/description/,[Math][String][Backtracking],39.7%,Hard,1.1793477570205468
78,Subsets,https://leetcode.com/problems/subsets/description/,[Array][Backtracking][Bit Manipulation],77.1%,Medium,1.137522712369162
304,Range Sum Query 2D - Immutable,https://leetcode.com/problems/range-sum-query-2d-immutable/description/,[Array][Design][Matrix][Prefix Sum],54.2%,Medium,1.11365016603265
958,Check Completeness of a Binary Tree,https://leetcode.com/problems/check-completeness-of-a-binary-tree/description/,[Tree][Breadth-First Search][Binary Tree],56.7%,Medium,1.0912593143628508
380,Insert Delete GetRandom O(1),https://leetcode.com/problems/insert-delete-getrandom-o1/description/,[Array][Hash Table][Math][Design][Randomized],54.4%,Medium,1.079162729052252
489,Robot Room Cleaner,https://leetcode.com/problems/robot-room-cleaner/description/,[Backtracking][Interactive],76.6%,Hard,1.0434802179733935
996,Number of Squareful Arrays,https://leetcode.com/problems/number-of-squareful-arrays/description/,[Array][Math][Dynamic Programming][Backtracking][Bit Manipulation][Bitmask],49.9%,Hard,1.0360919316867756
8,String to Integer (atoi),https://leetcode.com/problems/string-to-integer-atoi/description/,[String],17.1%,Medium,1.0207741506661918
1424,Diagonal Traverse II,https://leetcode.com/problems/diagonal-traverse-ii/description/,[Array][Sorting][Heap (Priority Queue)],56.7%,Medium,1.0145934326149335
1443,Minimum Time to Collect All Apples in a Tree,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree/description/,[Hash Table][Tree][Depth-First Search][Breadth-First Search],62.3%,Medium,0.9808292530117262
865,Smallest Subtree with all the Deepest Nodes,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes/description/,[Hash Table][Tree][Depth-First Search][Breadth-First Search][Binary Tree],70.3%,Medium,0.9555114450274363
1944,Number of Visible People in a Queue,https://leetcode.com/problems/number-of-visible-people-in-a-queue/description/,[Array][Stack][Monotonic Stack],68.9%,Hard,0.949399890481434
536,Construct Binary Tree from String,https://leetcode.com/problems/construct-binary-tree-from-string/description/,[String][Tree][Depth-First Search][Binary Tree],56.7%,Medium,0.9473813189441862
3009,Maximum Number of Intersections on the Chart,https://leetcode.com/problems/maximum-number-of-intersections-on-the-chart/description/,[Array][Math][Binary Indexed Tree][Geometry],47.8%,Hard,0.9315582040049436
647,Palindromic Substrings,https://leetcode.com/problems/palindromic-substrings/description/,[String][Dynamic Programming],69.9%,Medium,0.9298349569819124
1358,Number of Substrings Containing All Three Characters,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/description/,[Hash Table][String][Sliding Window],66.0%,Medium,0.9296973921542704
79,Word Search,https://leetcode.com/problems/word-search/description/,[Array][String][Backtracking][Matrix],41.4%,Medium,0.919319147834372
1209,Remove All Adjacent Duplicates in String II,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/description/,[String][Stack],57.4%,Medium,0.8943653712451894
212,Word Search II,https://leetcode.com/problems/word-search-ii/description/,[Array][String][Backtracking][Trie][Matrix],36.2%,Hard,0.8630796750397396
904,Fruit Into Baskets,https://leetcode.com/problems/fruit-into-baskets/description/,[Array][Hash Table][Sliding Window],44.0%,Medium,0.8070914399091631
1161,Maximum Level Sum of a Binary Tree,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],67.2%,Medium,0.8025197377077323
114,Flatten Binary Tree to Linked List,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/description/,[Linked List][Stack][Tree][Depth-First Search][Binary Tree],64.5%,Medium,0.8024512778491436
674,Longest Continuous Increasing Subsequence,https://leetcode.com/problems/longest-continuous-increasing-subsequence/description/,[Array],50.1%,Easy,0.7857399673877702
687,Longest Univalue Path,https://leetcode.com/problems/longest-univalue-path/description/,[Tree][Depth-First Search][Binary Tree],41.3%,Medium,0.7672551527136672
490,The Maze,https://leetcode.com/problems/the-maze/description/,[Array][Depth-First Search][Breadth-First Search][Matrix],57.6%,Medium,0.760450862456052
19,Remove Nth Node From End of List,https://leetcode.com/problems/remove-nth-node-from-end-of-list/description/,[Linked List][Two Pointers],44.8%,Medium,0.7555339173697794
1963,Minimum Number of Swaps to Make the String Balanced,https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-string-balanced/description/,[Two Pointers][String][Stack][Greedy],71.0%,Medium,0.7407752295491999
84,Largest Rectangle in Histogram,https://leetcode.com/problems/largest-rectangle-in-histogram/description/,[Array][Stack][Monotonic Stack],44.0%,Hard,0.734576365973644
1123,Lowest Common Ancestor of Deepest Leaves,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves/description/,[Hash Table][Tree][Depth-First Search][Breadth-First Search][Binary Tree],71.9%,Medium,0.734450986701181
1522,Diameter of N-Ary Tree,https://leetcode.com/problems/diameter-of-n-ary-tree/description/,[Tree][Depth-First Search],74.1%,Medium,0.705886206337375
269,Alien Dictionary,https://leetcode.com/problems/alien-dictionary/description/,[Array][String][Depth-First Search][Breadth-First Search][Graph][Topological Sort],35.7%,Hard,0.6900367581455529
1028,Recover a Tree From Preorder Traversal,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal/description/,[String][Tree][Depth-First Search][Binary Tree],74.1%,Hard,0.680877087968131
2265,Count Nodes Equal to Average of Subtree,https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree/description/,[Tree][Depth-First Search][Binary Tree],86.5%,Medium,0.680877087968131
1245,Tree Diameter,https://leetcode.com/problems/tree-diameter/description/,[Tree][Depth-First Search][Breadth-First Search][Graph][Topological Sort],61.1%,Medium,0.6716409753389817
34,Find First and Last Position of Element in Sorted Array,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/description/,[Array][Binary Search],44.0%,Medium,0.6343225625022465
1382,Balance a Binary Search Tree,https://leetcode.com/problems/balance-a-binary-search-tree/description/,[Divide and Conquer][Greedy][Tree][Depth-First Search][Binary Search Tree][Binary Tree],81.4%,Medium,0.6109090823229733
468,Validate IP Address,https://leetcode.com/problems/validate-ip-address/description/,[String],26.9%,Medium,0.6061358035703156
116,Populating Next Right Pointers in Each Node,https://leetcode.com/problems/populating-next-right-pointers-in-each-node/description/,[Linked List][Tree][Depth-First Search][Breadth-First Search][Binary Tree],62.3%,Medium,0.5761755039744411
124,Binary Tree Maximum Path Sum,https://leetcode.com/problems/binary-tree-maximum-path-sum/description/,[Dynamic Programming][Tree][Depth-First Search][Binary Tree],39.9%,Hard,0.5755442439585287
772,Basic Calculator III,https://leetcode.com/problems/basic-calculator-iii/description/,[Math][String][Stack][Recursion],50.2%,Hard,0.5705448584676129
2109,Adding Spaces to a String,https://leetcode.com/problems/adding-spaces-to-a-string/description/,[Array][Two Pointers][String][Simulation],57.9%,Medium,0.5623075796011341
875,Koko Eating Bananas,https://leetcode.com/problems/koko-eating-bananas/description/,[Array][Binary Search],49.0%,Medium,0.5498722876628932
103,Binary Tree Zigzag Level Order Traversal,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/description/,[Tree][Breadth-First Search][Binary Tree],58.6%,Medium,0.5419524591368866
2597,The Number of Beautiful Subsets,https://leetcode.com/problems/the-number-of-beautiful-subsets/description/,[Array][Dynamic Programming][Backtracking][Sorting],33.3%,Medium,0.538996500732687
515,Find Largest Value in Each Tree Row,https://leetcode.com/problems/find-largest-value-in-each-tree-row/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],65.7%,Medium,0.535302370192545
919,Complete Binary Tree Inserter,https://leetcode.com/problems/complete-binary-tree-inserter/description/,[Tree][Breadth-First Search][Design][Binary Tree],65.1%,Medium,0.5316597106688327
540,Single Element in a Sorted Array,https://leetcode.com/problems/single-element-in-a-sorted-array/description/,[Array][Binary Search],59.0%,Medium,0.520251809446536
676,Implement Magic Dictionary,https://leetcode.com/problems/implement-magic-dictionary/description/,[Hash Table][String][Depth-First Search][Design][Trie],57.3%,Medium,0.5108256237659907
2210,Count Hills and Valleys in an Array,https://leetcode.com/problems/count-hills-and-valleys-in-an-array/description/,[Array],59.6%,Easy,0.5108256237659907
2468,Split Message Based on Limit,https://leetcode.com/problems/split-message-based-on-limit/description/,[String][Binary Search],43.5%,Hard,0.5042466526679481
332,Reconstruct Itinerary,https://leetcode.com/problems/reconstruct-itinerary/description/,[Depth-First Search][Graph][Eulerian Circuit],43.3%,Hard,0.5024354329635302
525,Contiguous Array,https://leetcode.com/problems/contiguous-array/description/,[Array][Hash Table][Prefix Sum],46.9%,Medium,0.4994248488146178
388,Longest Absolute File Path,https://leetcode.com/problems/longest-absolute-file-path/description/,[String][Stack][Depth-First Search],47.1%,Medium,0.491594261838103
43,Multiply Strings,https://leetcode.com/problems/multiply-strings/description/,[Math][String][Simulation],40.1%,Medium,0.4816152456661895
545,Boundary of Binary Tree,https://leetcode.com/problems/boundary-of-binary-tree/description/,[Tree][Depth-First Search][Binary Tree],45.2%,Medium,0.4795730802618863
273,Integer to English Words,https://leetcode.com/problems/integer-to-english-words/description/,[Math][String][Recursion],30.5%,Hard,0.462623521948113
968,Binary Tree Cameras,https://leetcode.com/problems/binary-tree-cameras/description/,[Dynamic Programming][Tree][Depth-First Search][Binary Tree],46.5%,Hard,0.4572413776318843
2667,Create Hello World Function,https://leetcode.com/problems/create-hello-world-function/description/,nan,80.9%,Easy,0.4546951525019224
246,Strobogrammatic Number,https://leetcode.com/problems/strobogrammatic-number/description/,[Hash Table][Two Pointers][String],47.7%,Easy,0.4468503242710187
224,Basic Calculator,https://leetcode.com/problems/basic-calculator/description/,[Math][String][Stack][Recursion],43.2%,Hard,0.4426278544915559
341,Flatten Nested List Iterator,https://leetcode.com/problems/flatten-nested-list-iterator/description/,[Stack][Tree][Depth-First Search][Design][Queue][Iterator],64.3%,Medium,0.4374678391943382
239,Sliding Window Maximum,https://leetcode.com/problems/sliding-window-maximum/description/,[Array][Queue][Sliding Window][Heap (Priority Queue)][Monotonic Queue],46.5%,Hard,0.4273493895429932
1891,Cutting Ribbons,https://leetcode.com/problems/cutting-ribbons/description/,[Array][Binary Search],49.3%,Medium,0.4228568508200335
713,Subarray Product Less Than K,https://leetcode.com/problems/subarray-product-less-than-k/description/,[Array][Sliding Window],47.2%,Medium,0.4188624376799856
63,Unique Paths II,https://leetcode.com/problems/unique-paths-ii/description/,[Array][Dynamic Programming][Matrix],41.4%,Medium,0.4120533672325477
424,Longest Repeating Character Replacement,https://leetcode.com/problems/longest-repeating-character-replacement/description/,[Hash Table][String][Sliding Window],53.5%,Medium,0.4047859909343556
310,Minimum Height Trees,https://leetcode.com/problems/minimum-height-trees/description/,[Depth-First Search][Breadth-First Search][Graph][Topological Sort],38.8%,Medium,0.4036217896138752
1352,Product of the Last K Numbers,https://leetcode.com/problems/product-of-the-last-k-numbers/description/,[Array][Math][Design][Queue][Data Stream],50.8%,Medium,0.4013413909243023
824,Goat Latin,https://leetcode.com/problems/goat-latin/description/,[String],68.0%,Easy,0.3973017974690034
234,Palindrome Linked List,https://leetcode.com/problems/palindrome-linked-list/description/,[Linked List][Two Pointers][Stack][Recursion],51.8%,Easy,0.393834129961304
1060,Missing Element in Sorted Array,https://leetcode.com/problems/missing-element-in-sorted-array/description/,[Array][Binary Search],56.4%,Medium,0.3933437475758196
111,Minimum Depth of Binary Tree,https://leetcode.com/problems/minimum-depth-of-binary-tree/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],47.5%,Easy,0.3727310484034615
68,Text Justification,https://leetcode.com/problems/text-justification/description/,[Array][String][Simulation],42.7%,Hard,0.3660233760568676
1980,Find Unique Binary String,https://leetcode.com/problems/find-unique-binary-string/description/,[Array][Hash Table][String][Backtracking],74.5%,Medium,0.3422862064866327
2956,Find Common Elements Between Two Arrays,https://leetcode.com/problems/find-common-elements-between-two-arrays/description/,[Array][Hash Table],82.3%,Easy,0.3327057538257361
419,Battleships in a Board,https://leetcode.com/problems/battleships-in-a-board/description/,[Array][Depth-First Search][Matrix],75.2%,Medium,0.3308542443169896
295,Find Median from Data Stream,https://leetcode.com/problems/find-median-from-data-stream/description/,[Two Pointers][Design][Sorting][Heap (Priority Queue)][Data Stream],51.8%,Hard,0.3150810466398953
1287,Element Appearing More Than 25% In Sorted Array,https://leetcode.com/problems/element-appearing-more-than-25-in-sorted-array/description/,[Array],61.0%,Easy,0.3077496355025901
463,Island Perimeter,https://leetcode.com/problems/island-perimeter/description/,[Array][Depth-First Search][Breadth-First Search][Matrix],70.3%,Easy,0.3012613305781618
384,Shuffle an Array,https://leetcode.com/problems/shuffle-an-array/description/,[Array][Math][Randomized],58.2%,Medium,0.291910408561302
739,Daily Temperatures,https://leetcode.com/problems/daily-temperatures/description/,[Array][Stack][Monotonic Stack],65.9%,Medium,0.2888441876319583
303,Range Sum Query - Immutable,https://leetcode.com/problems/range-sum-query-immutable/description/,[Array][Design][Prefix Sum],62.8%,Easy,0.2795848622191615
735,Asteroid Collision,https://leetcode.com/problems/asteroid-collision/description/,[Array][Stack][Simulation],44.6%,Medium,0.2786439218367188
219,Contains Duplicate II,https://leetcode.com/problems/contains-duplicate-ii/description/,[Array][Hash Table][Sliding Window],44.7%,Easy,0.2729710814971248
20,Valid Parentheses,https://leetcode.com/problems/valid-parentheses/description/,[String][Stack],40.5%,Easy,0.2726842442001052
