Name,Search Keyword,Resource Path,Groups
blockchain,blockchain,skill/blockchain.html,[deep learning][blockchain]
bloodhound,bloodhound,skill/bloodhound.html,[unknown]
boofcv,boofcv,skill/boofcv.html,[java][computer vision][android][maven]
boomi,boomi,skill/boomi.html,[unknown]
boost,boost,skill/boost.html,[c++]
bootstrap,bootstrap,skill/bootstrap.html,[html][css]
bower,bower,skill/bower.html,[visualization][analytics]
brooklyn,brooklyn,skill/brooklyn.html,[web application]
browserstack,browserstack,skill/browserstack.html,[mobile]
bsd,bsd,skill/bsd.html,[unix]
buddy,buddy,skill/buddy.html,[automation][pipelines][devops][node.js]
bugzilla,bugzilla in tech,skill/bugzilla.html,[unknown]
builder,builder,skill/builder.html,[java][design pattern][design patterns]
buildforge,buildforge,skill/buildforge.html,[unknown]
buildkite,buildkite,skill/buildkite.html,[pipelines][analytics]
bullet,bullet,skill/bullet.html,[c++][python]
bulma,bulma,skill/bulma.html,[javascript][html][css]
butterknife,butterknife,skill/butterknife.html,[java][android][programming][kotlin]
c#,c#,skill/c#.html,[.net][mobile][c#][programming]
c++,c++,skill/c++.html,[c][c++][programming]
c,c,skill/c.html,[programming][c]
c4.js,c4.js,skill/c4.js.html,[visualization][javascript]
caches,caches,skill/caches.html,[amazon web]
caching,caching,skill/caching.html,[system design]
cacoon,cacoon,skill/cacoon.html,[pipelines][maven][xml][html]
caffe,caffe,skill/caffe.html,[deep learning][ai]
cakephp,cakephp,skill/cakephp.html,[data management][sql][mysql][php]
calabash,calabash,skill/calabash.html,[ruby][user interface][python][game][android][programming][ai][machine learning]
calcite,calcite,skill/calcite.html,[sql][mysql][postgresql][data management]
camel,camel,skill/camel.html,[java][xml][spring][kotlin]
camunda,camunda,skill/camunda.html,[automation][java][api][spring boot][java ee][spring][linux]
canvasjs,canvasjs,skill/canvasjs.html,[api][javascript][android]
capacitor,capacitor,skill/capacitor.html,[javascript][web apps][mobile][react][android][html][css]
carbondata,carbondata,skill/carbondata.html,[apache spark][analytics][big data]
carthage,carthage,skill/carthage.html,[unknown]
casperjs,casperjs,skill/casperjs.html,[scripting][javascript][react]
cassandra,cassandra,skill/cassandra.html,[nosql]
cayenne,cayenne,skill/cayenne.html,[java][sql]
ccna,ccna,skill/ccna.html,[unknown]
celery,celery,skill/celery.html,[python]
celix,celix,skill/celix.html,[c++][c][programming]
centos,centos,skill/centos.html,[scripting][linux][red hat]
ceph,ceph,skill/ceph.html,[unknown]
cesiumjs,cesiumjs,skill/cesiumjs.html,[visualization][javascript][web apps]
cft,cft,skill/cft.html,[html][javascript][python][game][programming][ai][css][machine learning]
chai,chai,skill/chai.html,[javascript]
chainer,chainer,skill/chainer.html,[deep learning][python]
chakra ui,chakra ui,skill/chakra ui.html,[react]
chart.js,chart.js,skill/chart.js.html,[visualization][javascript][data visualization][datasets]
chartblocks,chartblocks,skill/chartblocks.html,[visualization][data visualization]
charts.js,charts.js,skill/charts.js.html,[visualization][javascript][data visualization]
checkmarx,checkmarx,skill/checkmarx.html,[infrastructure]
checkmk,checkmk,skill/checkmk.html,[infrastructure][user interface]
checksum,checksum,skill/checksum.html,[c][c++][programming]
chef,chef,skill/chef.html,[automation][python][game][infrastructure][programming][ai][data science][machine learning]
chroma,chroma,skill/chroma.html,[api][ai]
ci,ci,skill/ci.html,[python][game][programming][ai][machine learning]
circleci,circleci,skill/circleci.html,[infrastructure][pipelines]
cisco stealthwatch,cisco stealthwatch,skill/cisco stealthwatch.html,[infrastructure][analytics][python][api]
cisco,cisco,skill/cisco.html,[python]
citrix,citrix,skill/citrix.html,[mobile][cloud computing]
clair,clair,skill/clair.html,[python][datasets][game][programming][ai][data science][machine learning]
class,class,skill/class.html,[java][programming][php]
clearcase,clearcase,skill/clearcase.html,[devops]
clearquest,clearquest,skill/clearquest.html,[api]
clickhouse,clickhouse,skill/clickhouse.html,[analytics][sql]
clion,clion,skill/clion.html,[ide][c++][c]
clojure,clojure,skill/clojure.html,[java][infrastructure][scripting][programming][data structures]
cloud bees flow,cloud bees flow,skill/cloud bees flow.html,[automation][devops]
cloud build,cloud build,skill/cloud build.html,[java][docker][infrastructure][google cloud][ai]
cloud computing,cloud computing,skill/cloud computing.html,[infrastructure][google cloud][cloud computing]
cloud dataprep,cloud dataprep,skill/cloud dataprep.html,[google cloud][datasets]
cloud sql,cloud sql,skill/cloud sql.html,[postgresql][mysql][relational database][sql server][sql][google cloud]
cloud tasks,cloud tasks,skill/cloud tasks.html,[infrastructure][design patterns][google cloud]
cloud,cloud,skill/cloud.html,[automation][devops][google cloud][cloud computing]
cloudera,cloudera,skill/cloudera.html,[analytics][data science][big data]
cloudflare,cloudflare,skill/cloudflare.html,[reliability][serverless]
cloudformation,cloudformation,skill/cloudformation.html,[infrastructure]
cloudfoundry,cloudfoundry,skill/cloudfoundry.html,[infrastructure][linux]
cloudfront,cloudfront,skill/cloudfront.html,[javascript][html][css]
cloudsfer,cloudsfer,skill/cloudsfer.html,[cloud computing]
cloudstack,cloudstack,skill/cloudstack.html,[unknown]
cloudwatch,cloudwatch,skill/cloudwatch.html,[unknown]
cmake,cmake,skill/cmake.html,[automation][visual studio]
cnn,cnn,skill/cnn.html,[deep learning]
cntk,cntk,skill/cntk.html,[deep learning]
cobalt,cobalt,skill/cobalt.html,[microservices][mobile][penetration testing][mobile app]
cocoa framework,cocoa framework,skill/cocoa framework.html,[api][user interface][design patterns]
cocoa touch,cocoa touch,skill/cocoa touch.html,[user interface]
cocos2d,cocos2d,skill/cocos2d.html,[api][game]
code commit,code commit,skill/code commit.html,[git]
codebuild,codebuild,skill/codebuild.html,[unknown]
codedeploy,codedeploy,skill/codedeploy.html,[devops][serverless]
codeigniter,codeigniter,skill/codeigniter.html,[android][php]
codelgniter,codelgniter,skill/codelgniter.html,[php]
codepipeline,codepipeline,skill/codepipeline.html,[infrastructure]
codepush,codepush,skill/codepush.html,[javascript][react][mobile][mobile app][html][css]
cognito,cognito,skill/cognito.html,[web apps][mobile][amazon web]
cognos tm1,cognos tm1,skill/cognos tm1.html,[unknown]
commons,commons,skill/commons.html,[java]
component,component,skill/component.html,[java][design patterns][design pattern][javascript][web apps][programming]
composer,composer,skill/composer.html,[programming][python][php]
computer vision,computer vision,skill/computer vision.html,[computer vision][artificial intelligence][python][ai][machine learning]
conan,conan,skill/conan.html,[c++][c]
concurrency,concurrency,skill/concurrency.html,[java][programming][ai]
consul,consul,skill/consul.html,[infrastructure]
container linux,container linux,skill/container linux.html,[automation][reliability][linux]
container,container,skill/container.html,[docker][devops][google cloud]
containerization,containerization,skill/containerization.html,[infrastructure][microservices][red hat]
continuous delivery,continuous delivery,skill/continuous delivery.html,[automation]
continuous integration,continuous integration,skill/continuous integration.html,[java][python][react][node.js]
control m,control m,skill/control m.html,[automation][api]
corda,corda,skill/corda.html,[java][blockchain]
cordova,cordova,skill/cordova.html,[javascript][web apps][mobile][mobile app][html][css]
core animation,core animation,skill/core animation.html,[unknown]
core data,core data,skill/core data.html,[machine learning][analytics][ai][data management]
coredns,coredns,skill/coredns.html,[unknown]
coreos,coreos,skill/coreos.html,[infrastructure][linux][docker]
corona,corona,skill/corona.html,[mobile][scripting][android][game]
coroutines,coroutines,skill/coroutines.html,[android][programming][kotlin]
cosmodb,cosmodb,skill/cosmodb.html,[nosql]
couchbase,couchbase,skill/couchbase.html,[mobile][nosql][sql][ai][data management]
couchdb,couchdb,skill/couchdb.html,[nosql][javascript][api]
cpanel,cpanel,skill/cpanel.html,[wordpress]
cplex,cplex,skill/cplex.html,[java][c++][.net][python][programming]
crashlytics,crashlytics,skill/crashlytics.html,[mobile]
creational,creational,skill/creational.html,[design patterns][design pattern][java]
cross platform,cross platform,skill/cross platform.html,[android][.net][linux]
crystal,crystal,skill/crystal.html,[ruby][programming]
css,css,skill/css.html,[html][css]
csv,csv,skill/csv.html,[data science][ai]
cucumber,cucumber,skill/cucumber.html,[java]
cuda,cuda,skill/cuda.html,[api][c++][programming]
cuquantum,cuquantum,skill/cuquantum.html,[unknown]
cxf,cxf,skill/cxf.html,[maven][xml][programming]
cypress,cypress,skill/cypress.html,[api]
d,d,skill/d.html,[programming]
d3,d3,skill/d3.html,[visualization][javascript][data visualization][html][css]
dagger,dagger,skill/dagger.html,[java][android]
dapper,dapper,skill/dapper.html,[api][sql][.net][asp.net]
dart,dart,skill/dart.html,[javascript][programming]
dask,dask,skill/dask.html,[programming][big data][python][datasets][data science][apache spark][machine learning]
data analysis,data analysis,skill/data analysis.html,[analytics][mysql][sql][programming][machine learning][python][data science][data analysis]
data analytics,data analytics,skill/data analytics.html,[analytics][data science][data analysis]
data extraction,data extraction,skill/data extraction.html,[unknown]
data lake,data lake,skill/data lake.html,[google cloud][analytics][big data][data lake][xml][data science][machine learning]
data management,data management,skill/data management.html,[analytics][python][data science][data analysis][data management]
data manpulation,data manpulation,skill/data manpulation.html,[analytics][mysql][sql][programming][machine learning][python][data science][data analysis]
data mart,data mart,skill/data mart.html,[unknown]
data mining,data mining in tech,skill/data mining.html,[r][machine learning]
data modeling,data modeling,skill/data modeling.html,[data structures][data management]
data processing,data processing,skill/data processing.html,[analytics][data processing][data science][data analysis]
data science,data science,skill/data science.html,[java][data visualization][sql][programming][ai][machine learning][visualization][python][data science][data analysis]
data structure,data structure,skill/data structure.html,[java][data structure][c++][c][python][programming][data structures]
data visualization,data visualization,skill/data visualization.html,[visualization][virtual machine][python][data visualization][programming][r]
data warehouse,data warehouse,skill/data warehouse.html,[sql]
database management system,database management system in tech,skill/database management system.html,[unknown]
database sharding,database sharding,skill/database sharding.html,[system design]
database,database,skill/database.html,[mysql][sql server][relational database][sql]
databricks,databricks,skill/databricks.html,[big data][apache spark][datasets][data processing]
datadog,datadog,skill/datadog.html,[infrastructure][analytics]
dataflow,dataflow,skill/dataflow.html,[java][pipelines][analytics][infrastructure][data processing][google cloud][machine learning][serverless][python]
dataframe,dataframe,skill/dataframe.html,[data structure][analytics][python]
datagrip,datagrip,skill/datagrip.html,[postgresql][mysql][sql server][sql][data analysis]
dataiku,dataiku,skill/dataiku.html,[data science][big data][machine learning]
datalake,datalake,skill/datalake.html,[analytics][data lake][google cloud][machine learning]
datalore,datalore,skill/datalore.html,[visualization][python][sql][data science][r][kotlin][machine learning]
dataproc,dataproc,skill/dataproc.html,[big data][serverless][data processing][google cloud][apache spark][machine learning]
datarobot,datarobot,skill/datarobot.html,[infrastructure][ai][data analysis]
dataset,dataset,skill/dataset.html,[analytics][datasets][machine learning]
datastage,datastage,skill/datastage.html,[data integration]
datastax,datastax,skill/datastax.html,[ai]
datawrapper,datawrapper,skill/datawrapper.html,[visualization][data visualization]
datax,datax,skill/datax.html,[big data][data processing][machine learning][data science][ai][data management]
dax,dax,skill/dax.html,[data analysis]
db2,db2,skill/db2.html,[unix][python][sql][xml][linux][data management]
dbaas,dbaas,skill/dbaas.html,[nosql][cloud computing]
dbeaver,dbeaver,skill/dbeaver.html,[sql][postgresql][mysql]
dbms,dbms,skill/dbms.html,[sql]
dds,dds,skill/dds.html,[python][game][programming][ai][data science][machine learning]
debian,debian,skill/debian.html,[linux]
decorator,decorator,skill/decorator.html,[java][design pattern][design patterns]
decrypt,decrypt,skill/decrypt.html,[java][javascript][rust][sql][programming][r][python][html]
deep learning,deep learning,skill/deep learning.html,[artificial intelligence][google cloud][tensorflow][ai][machine learning][computer vision][python][deep learning]
deepface,deepface,skill/deepface.html,[python]
delphi,delphi,skill/delphi.html,[ide][programming][mobile]
delta lake,delta lake,skill/delta lake.html,[java][reliability][python][rust][data processing][apache spark]
deno,deno,skill/deno.html,[rust][javascript][typescript]
dependencies,dependencies,skill/dependencies.html,[javascript][game][programming][ai][css][machine learning][python][html]
dependency injection,dependency injection,skill/dependency injection.html,[java][design pattern][design patterns]
derby,derby,skill/derby.html,[java][spring boot][relational database][sql][spring]
deserialization,deserialization,skill/deserialization.html,[programming]
design pattern,design pattern,skill/design pattern.html,[design patterns][java][design pattern][programming]
devexpress,devexpress,skill/devexpress.html,[javascript][asp.net]
devops,devops,skill/devops.html,[devops]
dhcp,dhcp,skill/dhcp.html,[unknown]
dhtml,dhtml,skill/dhtml.html,[javascript][html][css]
digitalocean,digitalocean,skill/digitalocean.html,[api][javascript][react][php][infrastructure][sql][programming][virtual machine][python]
directx,directx,skill/directx.html,[c++][programming][game]
distributed systems,distributed systems,skill/distributed systems.html,[design patterns][system design][distributed systems]
distributed,distributed,skill/distributed.html,[java][distributed systems][programming][spring][cloud computing][data science]
django rest,django rest,skill/django rest.html,[api][python][red hat]
django,django,skill/django.html,[web application][python]
dl4j,dl4j,skill/dl4j.html,[java][python][deep learning][maven]
dlp,dlp,skill/dlp.html,[unknown]
docker compose,docker compose,skill/docker compose.html,[docker][wordpress][postgresql]
docker swarm,docker swarm in tech,skill/docker swarm.html,[docker]
docker,docker,skill/docker.html,[docker][java][visual studio][node.js][linux]
document database,document database,skill/document database.html,[nosql][sql][mongodb]
document databaset,document databaset,skill/document databaset.html,[nosql][sql][mongodb]
documentdb,documentdb,skill/documentdb.html,[mongodb]
dom,dom,skill/dom.html,[api][javascript][programming][xml][html]
domain name system,domain name system,skill/domain name system.html,[wordpress]
domo,domo,skill/domo.html,[visualization][mobile app][mobile]
dotnetnuke,dotnetnuke,skill/dotnetnuke.html,[web application][.net][asp.net][programming]
doxia,doxia,skill/doxia.html,[api][maven]
dremio,dremio,skill/dremio.html,[data lake][analytics][sql]
drill,drill,skill/drill.html,[sql][big data][datasets]
drools,drools,skill/drools.html,[maven][programming]
drs,drs,skill/drs.html,[relational database][api]
druid,druid,skill/druid.html,[analytics][sql]
drupal,drupal,skill/drupal.html,[php]
druva,druva,skill/druva.html,[unknown]
dubbo,dubbo,skill/dubbo.html,[xml][spring]
durandaljs,durandaljs,skill/durandaljs.html,[javascript]
dynamics,dynamics,skill/dynamics.html,[unknown]
dynamodb,dynamodb,skill/dynamodb.html,[nosql]
dynatrace,dynatrace,skill/dynatrace.html,[automation][analytics][infrastructure][ai]
easeus,easeus,skill/easeus.html,[reliability]
ebs,ebs,skill/ebs.html,[unknown]
ec2,ec2,skill/ec2.html,[java][web server][mysql][php][node.js][wordpress][mongodb][linux][cloud computing][amazon web]
ecmascript,ecmascript,skill/ecmascript.html,[scripting][javascript]
ecs,ecs,skill/ecs.html,[amazon web]
efs,efs,skill/efs.html,[unknown]
eg innovations,eg innovations,skill/eg innovations.html,[automation]
ehcache,ehcache,skill/ehcache.html,[spring boot][maven][xml][spring]
eigrp,eigrp,skill/eigrp.html,[unknown]
ejb,ejb,skill/ejb.html,[java][maven]
eks,eks,skill/eks.html,[amazon web]
elastalert,elastalert,skill/elastalert.html,[elasticsearch]
elastic apm,elastic apm,skill/elastic apm.html,[unknown]
elastic bean stalk,elastic bean stalk,skill/elastic bean stalk.html,[java][api][ruby][python][infrastructure]
elastic,elastic,skill/elastic.html,[analytics][cloud computing][elasticsearch]
elasticache,elasticache,skill/elasticache.html,[redis][amazon web]
elasticcache,elasticcache,skill/elasticcache.html,[infrastructure][redis][amazon web]
elasticip,elasticip,skill/elasticip.html,[cloud computing][amazon web]
elasticsearch,elasticsearch,skill/elasticsearch.html,[analytics][data structures][elasticsearch]
elb,elb,skill/elb.html,[cloud computing]
electron,electron,skill/electron.html,[javascript][programming][html][node.js][css][linux]
elementor,elementor,skill/elementor.html,[wordpress][analytics]
elixir,elixir,skill/elixir.html,[programming]
elk,elk,skill/elk.html,[visualization][analytics][elasticsearch]
ember,ember,skill/ember.html,[javascript]
empire-db,empire-db,skill/empire-db.html,[java][api]
emr,emr,skill/emr.html,[big data][datasets][data processing][apache spark][amazon web]
encapsulation,encapsulation,skill/encapsulation.html,[java][c++][python][programming]
encrypt,encrypt,skill/encrypt.html,[java][javascript][python][sql][html][r]
envoy,envoy,skill/envoy.html,[microservices]
eos,eos,skill/eos.html,[blockchain]
epm,epm,skill/epm.html,[data management]
erlang,erlang,skill/erlang.html,[programming]
es2015,es2015,skill/es2015.html,[javascript][typescript]
es5,es5,skill/es5.html,[javascript][programming]
es6,es6,skill/es6.html,[javascript][programming][react]
es7,es7,skill/es7.html,[javascript]
eslint,eslint,skill/eslint.html,[javascript][react]
esp32,esp32,skill/esp32.html,[ide][programming][linux]
espresso ,espresso ,skill/espresso .html,[automation][android][user interface]
esri-leaflet,esri-leaflet,skill/esri-leaflet.html,[api]
esri,esri,skill/esri.html,[automation]
essbase,essbase,skill/essbase.html,[analytics]
esxi,esxi,skill/esxi.html,[unknown]
etcd,etcd,skill/etcd.html,[distributed systems][system design][red hat]
ethereum,ethereum,skill/ethereum.html,[blockchain]
etl,etl,skill/etl.html,[data integration][sql server][data lake][sql][google cloud]
eventbus,eventbus,skill/eventbus.html,[java][distributed systems][android][spring]
excel,excel,skill/excel.html,[android][programming][data analysis]
exchange,exchange,skill/exchange.html,[unknown]
experian,experian,skill/experian.html,[analytics][python][game][programming][ai][data science][machine learning]
exploratory data analysis,exploratory data analysis,skill/exploratory data analysis.html,[r][python][data analysis]
express,express,skill/express.html,[web server][web application][node.js]
expressjs,expressjs,skill/expressjs.html,[web application][node.js][mobile]
extjs,extjs,skill/extjs.html,[javascript][design pattern][mobile][js]
extract transform load,extract transform load,skill/extract transform load.html,[data integration][sql server][data lake][sql][data management]
f#,f#,skill/f#.html,[programming][.net]
fabric,fabric,skill/fabric.html,[analytics][data science][ai][blockchain]
facade,facade,skill/facade.html,[java][c#][design pattern]
factory,factory,skill/factory.html,[java][design pattern]
faiss,faiss,skill/faiss.html,[c++][python][ai]
fantom,fantom,skill/fantom.html,[blockchain]
