No,Title,Tags,Acceptance,Difficulty,Frequency
1868,Product of Two Run-Length Encoded Arrays,[Array][Two Pointers],58.0%,Medium,1.5933085305042167
1047,Remove All Adjacent Duplicates In String,[String][Stack],69.3%,Easy,1.569928869429474
428,Serialize and Deserialize N-ary Tree,[String][Tree][Depth-First Search][Breadth-First Search],66.7%,Hard,1.5260563034950494
17,Letter Combinations of a Phone Number,[Hash Table][String][Backtracking],60.0%,Medium,1.525655732676284
480,Sliding Window Median,[Array][Hash Table][Sliding Window][Heap (Priority Queue)],39.3%,Hard,1.4453278927040836
695,Max Area of Island,[Array][Depth-First Search][Breadth-First Search][Union Find][Matrix],71.9%,Medium,1.435264884204051
329,Longest Increasing Path in a Matrix,[Array][Dynamic Programming][Depth-First Search][Breadth-First Search][Graph][Topological Sort][Memoization][Matrix],53.4%,Hard,1.4089368378696505
266,Palindrome Permutation,[Hash Table][String][Bit Manipulation],67.0%,Easy,1.3984157216522355
1011,Capacity To Ship Packages Within D Days,[Array][Binary Search],69.1%,Medium,1.376991968457577
139,Word Break,[Array][Hash Table][String][Dynamic Programming][Trie][Memoization],46.6%,Medium,1.3434306566881082
727,Minimum Window Subsequence,[String][Dynamic Programming][Sliding Window],43.3%,Hard,1.3156767939059373
1331,Rank Transform of an Array,[Array][Hash Table][Sorting],61.6%,Easy,1.2599520720678372
825,Friends Of Appropriate Ages,[Array][Two Pointers][Binary Search][Sorting],47.1%,Medium,1.2456657066246064
2365,Task Scheduler II,[Array][Hash Table][Simulation],50.6%,Medium,1.238658362313826
1644,Lowest Common Ancestor of a Binary Tree II,[Tree][Depth-First Search][Binary Tree],63.1%,Medium,1.2181574393178924
529,Minesweeper,[Array][Depth-First Search][Breadth-First Search][Matrix],66.4%,Medium,1.1984017592764806
378,Kth Smallest Element in a Sorted Matrix,[Array][Binary Search][Sorting][Heap (Priority Queue)][Matrix],62.3%,Medium,1.1903207151576087
282,Expression Add Operators,[Math][String][Backtracking],39.7%,Hard,1.1793477570205468
78,Subsets,[Array][Backtracking][Bit Manipulation],77.1%,Medium,1.137522712369162
304,Range Sum Query 2D - Immutable,[Array][Design][Matrix][Prefix Sum],54.2%,Medium,1.11365016603265
958,Check Completeness of a Binary Tree,[Tree][Breadth-First Search][Binary Tree],56.7%,Medium,1.0912593143628508
380,Insert Delete GetRandom O(1),[Array][Hash Table][Math][Design][Randomized],54.4%,Medium,1.0791627290522519
489,Robot Room Cleaner,[Backtracking][Interactive],76.6%,Hard,1.0434802179733935
996,Number of Squareful Arrays,[Array][Math][Dynamic Programming][Backtracking][Bit Manipulation][Bitmask],49.9%,Hard,1.0360919316867756
8,String to Integer (atoi),[String],17.1%,Medium,1.0207741506661918
1424,Diagonal Traverse II,[Array][Sorting][Heap (Priority Queue)],56.7%,Medium,1.0145934326149337
1443,Minimum Time to Collect All Apples in a Tree,[Hash Table][Tree][Depth-First Search][Breadth-First Search],62.3%,Medium,0.9808292530117262
865,Smallest Subtree with all the Deepest Nodes,[Hash Table][Tree][Depth-First Search][Breadth-First Search][Binary Tree],70.3%,Medium,0.9555114450274365
1944,Number of Visible People in a Queue,[Array][Stack][Monotonic Stack],68.9%,Hard,0.949399890481434
536,Construct Binary Tree from String,[String][Tree][Depth-First Search][Binary Tree],56.7%,Medium,0.9473813189441862
3009,Maximum Number of Intersections on the Chart,[Array][Math][Binary Indexed Tree][Geometry],47.8%,Hard,0.9315582040049435
647,Palindromic Substrings,[String][Dynamic Programming],69.9%,Medium,0.9298349569819123
1358,Number of Substrings Containing All Three Characters,[Hash Table][String][Sliding Window],66.0%,Medium,0.9296973921542704
79,Word Search,[Array][String][Backtracking][Matrix],41.4%,Medium,0.919319147834372
1209,Remove All Adjacent Duplicates in String II,[String][Stack],57.4%,Medium,0.8943653712451894
212,Word Search II,[Array][String][Backtracking][Trie][Matrix],36.2%,Hard,0.8630796750397396
904,Fruit Into Baskets,[Array][Hash Table][Sliding Window],44.0%,Medium,0.8070914399091631
1161,Maximum Level Sum of a Binary Tree,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],67.2%,Medium,0.8025197377077323
114,Flatten Binary Tree to Linked List,[Linked List][Stack][Tree][Depth-First Search][Binary Tree],64.5%,Medium,0.8024512778491436
674,Longest Continuous Increasing Subsequence,[Array],50.1%,Easy,0.7857399673877702
687,Longest Univalue Path,[Tree][Depth-First Search][Binary Tree],41.3%,Medium,0.7672551527136672
490,The Maze,[Array][Depth-First Search][Breadth-First Search][Matrix],57.6%,Medium,0.760450862456052
19,Remove Nth Node From End of List,[Linked List][Two Pointers],44.8%,Medium,0.7555339173697794
1963,Minimum Number of Swaps to Make the String Balanced,[Two Pointers][String][Stack][Greedy],71.0%,Medium,0.7407752295491999
84,Largest Rectangle in Histogram,[Array][Stack][Monotonic Stack],44.0%,Hard,0.734576365973644
1123,Lowest Common Ancestor of Deepest Leaves,[Hash Table][Tree][Depth-First Search][Breadth-First Search][Binary Tree],71.9%,Medium,0.734450986701181
1522,Diameter of N-Ary Tree,[Tree][Depth-First Search],74.1%,Medium,0.705886206337375
269,Alien Dictionary,[Array][String][Depth-First Search][Breadth-First Search][Graph][Topological Sort],35.7%,Hard,0.6900367581455529
1028,Recover a Tree From Preorder Traversal,[String][Tree][Depth-First Search][Binary Tree],74.1%,Hard,0.680877087968131
2265,Count Nodes Equal to Average of Subtree,[Tree][Depth-First Search][Binary Tree],86.5%,Medium,0.680877087968131
1245,Tree Diameter,[Tree][Depth-First Search][Breadth-First Search][Graph][Topological Sort],61.1%,Medium,0.6716409753389817
34,Find First and Last Position of Element in Sorted Array,[Array][Binary Search],44.0%,Medium,0.6343225625022465
1382,Balance a Binary Search Tree,[Divide and Conquer][Greedy][Tree][Depth-First Search][Binary Search Tree][Binary Tree],81.4%,Medium,0.6109090823229733
468,Validate IP Address,[String],26.9%,Medium,0.6061358035703156
116,Populating Next Right Pointers in Each Node,[Linked List][Tree][Depth-First Search][Breadth-First Search][Binary Tree],62.3%,Medium,0.5761755039744411
124,Binary Tree Maximum Path Sum,[Dynamic Programming][Tree][Depth-First Search][Binary Tree],39.9%,Hard,0.5755442439585287
772,Basic Calculator III,[Math][String][Stack][Recursion],50.2%,Hard,0.5705448584676129
2109,Adding Spaces to a String,[Array][Two Pointers][String][Simulation],57.9%,Medium,0.5623075796011341
875,Koko Eating Bananas,[Array][Binary Search],49.0%,Medium,0.5498722876628932
103,Binary Tree Zigzag Level Order Traversal,[Tree][Breadth-First Search][Binary Tree],58.6%,Medium,0.5419524591368866
2597,The Number of Beautiful Subsets,[Array][Dynamic Programming][Backtracking][Sorting],33.3%,Medium,0.538996500732687
515,Find Largest Value in Each Tree Row,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],65.7%,Medium,0.535302370192545
919,Complete Binary Tree Inserter,[Tree][Breadth-First Search][Design][Binary Tree],65.1%,Medium,0.5316597106688327
540,Single Element in a Sorted Array,[Array][Binary Search],59.0%,Medium,0.520251809446536
676,Implement Magic Dictionary,[Hash Table][String][Depth-First Search][Design][Trie],57.3%,Medium,0.5108256237659907
2210,Count Hills and Valleys in an Array,[Array],59.6%,Easy,0.5108256237659907
2468,Split Message Based on Limit,[String][Binary Search],43.5%,Hard,0.5042466526679481
332,Reconstruct Itinerary,[Depth-First Search][Graph][Eulerian Circuit],43.3%,Hard,0.5024354329635302
525,Contiguous Array,[Array][Hash Table][Prefix Sum],46.9%,Medium,0.4994248488146178
388,Longest Absolute File Path,[String][Stack][Depth-First Search],47.1%,Medium,0.49159426183810306
43,Multiply Strings,[Math][String][Simulation],40.1%,Medium,0.4816152456661895
545,Boundary of Binary Tree,[Tree][Depth-First Search][Binary Tree],45.2%,Medium,0.4795730802618863
273,Integer to English Words,[Math][String][Recursion],30.5%,Hard,0.462623521948113
968,Binary Tree Cameras,[Dynamic Programming][Tree][Depth-First Search][Binary Tree],46.5%,Hard,0.4572413776318843
2667,Create Hello World Function,,80.9%,Easy,0.4546951525019224
246,Strobogrammatic Number,[Hash Table][Two Pointers][String],47.7%,Easy,0.44685032427101873
224,Basic Calculator,[Math][String][Stack][Recursion],43.2%,Hard,0.44262785449155595
341,Flatten Nested List Iterator,[Stack][Tree][Depth-First Search][Design][Queue][Iterator],64.3%,Medium,0.4374678391943382
239,Sliding Window Maximum,[Array][Queue][Sliding Window][Heap (Priority Queue)][Monotonic Queue],46.5%,Hard,0.4273493895429932
1891,Cutting Ribbons,[Array][Binary Search],49.3%,Medium,0.42285685082003355
713,Subarray Product Less Than K,[Array][Sliding Window],47.2%,Medium,0.4188624376799856
63,Unique Paths II,[Array][Dynamic Programming][Matrix],41.4%,Medium,0.41205336723254776
424,Longest Repeating Character Replacement,[Hash Table][String][Sliding Window],53.5%,Medium,0.40478599093435563
310,Minimum Height Trees,[Depth-First Search][Breadth-First Search][Graph][Topological Sort],38.8%,Medium,0.4036217896138752
1352,Product of the Last K Numbers,[Array][Math][Design][Queue][Data Stream],50.8%,Medium,0.4013413909243023
824,Goat Latin,[String],68.0%,Easy,0.39730179746900346
234,Palindrome Linked List,[Linked List][Two Pointers][Stack][Recursion],51.8%,Easy,0.39383412996130407
1060,Missing Element in Sorted Array,[Array][Binary Search],56.4%,Medium,0.3933437475758196
111,Minimum Depth of Binary Tree,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],47.5%,Easy,0.37273104840346155
68,Text Justification,[Array][String][Simulation],42.7%,Hard,0.36602337605686763
1980,Find Unique Binary String,[Array][Hash Table][String][Backtracking],74.5%,Medium,0.34228620648663277
2956,Find Common Elements Between Two Arrays,[Array][Hash Table],82.3%,Easy,0.3327057538257361
419,Battleships in a Board,[Array][Depth-First Search][Matrix],75.2%,Medium,0.3308542443169896
295,Find Median from Data Stream,[Two Pointers][Design][Sorting][Heap (Priority Queue)][Data Stream],51.8%,Hard,0.31508104663989533
1287,Element Appearing More Than 25% In Sorted Array,[Array],61.0%,Easy,0.30774963550259016
463,Island Perimeter,[Array][Depth-First Search][Breadth-First Search][Matrix],70.3%,Easy,0.3012613305781618
384,Shuffle an Array,[Array][Math][Randomized],58.2%,Medium,0.291910408561302
739,Daily Temperatures,[Array][Stack][Monotonic Stack],65.9%,Medium,0.2888441876319583
303,Range Sum Query - Immutable,[Array][Design][Prefix Sum],62.8%,Easy,0.27958486221916157
735,Asteroid Collision,[Array][Stack][Simulation],44.6%,Medium,0.2786439218367188
219,Contains Duplicate II,[Array][Hash Table][Sliding Window],44.7%,Easy,0.2729710814971248
20,Valid Parentheses,[String][Stack],40.5%,Easy,0.27268424420010523
39,Combination Sum,[Array][Backtracking],71.0%,Medium,0.271176610012974
29,Divide Two Integers,[Math][Bit Manipulation],17.3%,Medium,0.2672622334430382
698,Partition to K Equal Sum Subsets,[Array][Dynamic Programming][Backtracking][Bit Manipulation][Memoization][Bitmask],38.5%,Medium,0.2664662333015083
556,Next Greater Element III,[Math][Two Pointers][String],33.9%,Medium,0.2629424662760252
367,Valid Perfect Square,[Math][Binary Search],43.6%,Easy,0.25993517132481314
223,Rectangle Area,[Math][Geometry],46.0%,Medium,0.2595111954850846
430,Flatten a Multilevel Doubly Linked List,[Linked List][Depth-First Search][Doubly-Linked List],60.0%,Medium,0.2595111954850846
435,Non-overlapping Intervals,[Array][Dynamic Programming][Greedy][Sorting],52.9%,Medium,0.25575708502259686
617,Merge Two Binary Trees,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],78.9%,Easy,0.2527333714065298
905,Sort Array By Parity,[Array][Two Pointers][Sorting],76.2%,Easy,0.2527333714065298
443,String Compression,[Two Pointers][String],54.0%,Medium,0.24929906042404631
767,Reorganize String,[Hash Table][String][Greedy][Sorting][Heap (Priority Queue)][Counting],54.5%,Medium,0.24715209136621874
127,Word Ladder,[Hash Table][String][Breadth-First Search],38.8%,Hard,0.245122458032985
983,Minimum Cost For Tickets,[Array][Dynamic Programming],65.3%,Medium,0.24362208265775043
14,Longest Common Prefix,[String][Trie],42.4%,Easy,0.23085201443030764
2461,Maximum Sum of Distinct Subarrays With Length K,[Array][Hash Table][Sliding Window],33.8%,Medium,0.22067136216882066
1901,Find a Peak Element II,[Array][Binary Search][Matrix],50.8%,Medium,0.20692071580732246
73,Set Matrix Zeroes,[Array][Hash Table][Matrix],55.0%,Medium,0.1992222272423296
261,Graph Valid Tree,[Depth-First Search][Breadth-First Search][Union Find][Graph],47.9%,Medium,0.1986706947954841
286,Walls and Gates,[Array][Breadth-First Search][Matrix],61.2%,Medium,0.19671029424605424
494,Target Sum,[Array][Dynamic Programming][Backtracking],46.6%,Medium,0.18610227963386067
297,Serialize and Deserialize Binary Tree,[String][Tree][Depth-First Search][Breadth-First Search][Design][Binary Tree],56.5%,Hard,0.18571714579509285
451,Sort Characters By Frequency,[Hash Table][String][Sorting][Heap (Priority Queue)][Bucket Sort][Counting],72.4%,Medium,0.18381520905073792
113,Path Sum II,[Backtracking][Tree][Depth-First Search][Binary Tree],58.2%,Medium,0.18306532774679926
1,Two Sum,[Array][Hash Table],52.0%,Easy,0.1802490972278095
92,Reverse Linked List II,[Linked List],47.5%,Medium,0.17647417648741714
637,Average of Levels in Binary Tree,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],72.3%,Easy,0.17520408902509066
383,Ransom Note,[Hash Table][String][Counting],60.9%,Easy,0.1727230996720166
1008,Construct Binary Search Tree from Preorder Traversal,[Array][Stack][Tree][Binary Search Tree][Monotonic Stack][Binary Tree],81.8%,Medium,0.17135825199668508
622,Design Circular Queue,[Array][Linked List][Design][Queue],51.4%,Medium,0.16989903679539747
724,Find Pivot Index,[Array][Prefix Sum],57.1%,Easy,0.16312782492496253
16,3Sum Closest,[Array][Two Pointers][Sorting],45.7%,Medium,0.15444887574418392
605,Can Place Flowers,[Array][Greedy],29.4%,Easy,0.154341392138316
1481,Least Number of Unique Integers after K Removals,[Array][Hash Table][Greedy][Sorting][Counting],62.8%,Medium,0.1541506798272583
48,Rotate Image,[Array][Math][Matrix],73.8%,Medium,0.15025203941160098
763,Partition Labels,[Hash Table][Two Pointers][String][Greedy],79.8%,Medium,0.14897379164772453
1926,Nearest Exit from Entrance in Maze,[Array][Breadth-First Search][Matrix],46.7%,Medium,0.14107859825990554
121,Best Time to Buy and Sell Stock,[Array][Dynamic Programming],53.5%,Easy,0.13966539087290322
450,Delete Node in a BST,[Tree][Binary Search Tree][Binary Tree],51.1%,Medium,0.1333332747437359
74,Search a 2D Matrix,[Array][Binary Search][Matrix],49.8%,Medium,0.12944622163249433
235,Lowest Common Ancestor of a Binary Search Tree,[Tree][Depth-First Search][Binary Search Tree][Binary Tree],64.3%,Medium,0.1270540670843162
42,Trapping Rain Water,[Array][Two Pointers][Dynamic Programming][Stack][Monotonic Stack],60.8%,Hard,0.12681608843350814
33,Search in Rotated Sorted Array,[Array][Binary Search],40.5%,Medium,0.12555653398976382
21,Merge Two Sorted Lists,[Linked List][Recursion],64.0%,Easy,0.12302353261649472
118,Pascal's Triangle,[Array][Dynamic Programming],73.9%,Easy,0.11457438644569456
210,Course Schedule II,[Depth-First Search][Breadth-First Search][Graph][Topological Sort],50.1%,Medium,0.11433759744908353
300,Longest Increasing Subsequence,[Array][Binary Search][Dynamic Programming],55.0%,Medium,0.11367797397076365
3,Longest Substring Without Repeating Characters,[Hash Table][String][Sliding Window],34.5%,Medium,0.11200505837649488
278,First Bad Version,[Binary Search][Interactive],44.2%,Easy,0.10973238837921641
10,Regular Expression Matching,[String][Dynamic Programming][Recursion],28.1%,Hard,0.09381875521765481
503,Next Greater Element II,[Array][Stack][Monotonic Stack],63.7%,Medium,0.09287412500644375
49,Group Anagrams,[Array][Hash Table][String][Sorting],68.2%,Medium,0.08796103013128909
977,Squares of a Sorted Array,[Array][Two Pointers][Sorting],72.7%,Easy,0.08782961064479985
57,Insert Interval,[Array],40.0%,Medium,0.0840831172105414
1662,Check If Two String Arrays are Equivalent,[Array][String],85.3%,Easy,0.08252102368800351
1657,Determine if Two Strings Are Close,[Hash Table][String][Sorting][Counting],55.3%,Medium,0.08184524810424337
40,Combination Sum II,[Array][Backtracking],54.2%,Medium,0.08047235322257314
41,First Missing Positive,[Array][Hash Table],37.8%,Hard,0.07990051073053109
102,Binary Tree Level Order Traversal,[Tree][Breadth-First Search][Binary Tree],66.8%,Medium,0.07763353611776078
167,Two Sum II - Input Array Is Sorted,[Array][Two Pointers][Binary Search],61.0%,Medium,0.0775582343458745
238,Product of Array Except Self,[Array][Prefix Sum],65.3%,Medium,0.07656017809622721
706,Design HashMap,[Array][Hash Table][Linked List][Design][Hash Function],65.7%,Easy,0.07133147800542972
180,Consecutive Numbers,[Database],47.2%,Medium,0.07020425867324853
394,Decode String,[String][Stack][Recursion],59.0%,Medium,0.0638175034414023
62,Unique Paths,[Math][Dynamic Programming][Combinatorics],64.1%,Medium,0.062260768427731414
47,Permutations II,[Array][Backtracking],58.9%,Medium,0.06222847139840936
287,Find the Duplicate Number,[Array][Two Pointers][Binary Search][Bit Manipulation],59.4%,Medium,0.0614527792136636
4,Median of Two Sorted Arrays,[Array][Binary Search][Divide and Conquer],39.4%,Hard,0.0606476084726819
51,N-Queens,[Array][Backtracking],67.7%,Hard,0.058155920157074034
110,Balanced Binary Tree,[Tree][Depth-First Search][Binary Tree],51.6%,Easy,0.056264838586137754
416,Partition Equal Subset Sum,[Array][Dynamic Programming],46.2%,Medium,0.05518641556729086
36,Valid Sudoku,[Array][Hash Table][Matrix],59.3%,Medium,0.05516104129679978
5,Longest Palindromic Substring,[String][Dynamic Programming],33.7%,Medium,0.05417709326950732
349,Intersection of Two Arrays,[Array][Hash Table][Two Pointers][Binary Search][Sorting],72.4%,Easy,0.05189231600351913
70,Climbing Stairs,[Math][Dynamic Programming][Memoization],52.8%,Easy,0.05059567842116761
203,Remove Linked List Elements,[Linked List][Recursion],48.4%,Easy,0.0492104205319947
72,Edit Distance,[String][Dynamic Programming],56.1%,Medium,0.04873071290458883
80,Remove Duplicates from Sorted Array II,[Array][Two Pointers],57.4%,Medium,0.0472777117861168
98,Validate Binary Search Tree,[Tree][Depth-First Search][Binary Search Tree][Binary Tree],32.8%,Medium,0.04587960575069364
64,Minimum Path Sum,[Array][Dynamic Programming][Matrix],63.6%,Medium,0.04505266394094313
26,Remove Duplicates from Sorted Array,[Array][Two Pointers],55.0%,Easy,0.04421586715004267
229,Majority Element II,[Array][Hash Table][Sorting][Counting],51.2%,Medium,0.04180336980436055
18,4Sum,[Array][Two Pointers][Sorting],36.1%,Medium,0.035122135027826476
2620,Counter,,80.2%,Easy,0.03496859783774675
1757,Recyclable and Low Fat Products,[Database],89.2%,Easy,0.03275401966872916
209,Minimum Size Subarray Sum,[Array][Binary Search][Sliding Window][Prefix Sum],46.8%,Medium,0.03207973561022761
54,Spiral Matrix,[Array][Matrix][Simulation],48.9%,Medium,0.028737609767356852
13,Roman to Integer,[Hash Table][Math][String],60.8%,Easy,0.024973550926254966
45,Jump Game II,[Array][Dynamic Programming][Greedy],40.3%,Medium,0.02361384810830447
153,Find Minimum in Rotated Sorted Array,[Array][Binary Search],50.1%,Medium,0.023095714794649336
217,Contains Duplicate,[Array][Hash Table][Sorting],61.4%,Easy,0.022614029001160142
2,Add Two Numbers,[Linked List][Math][Recursion],42.4%,Medium,0.02169805472857657
22,Generate Parentheses,[String][Dynamic Programming][Backtracking],74.2%,Medium,0.0215874546043835
1768,Merge Strings Alternately,[Two Pointers][String],79.5%,Easy,0.01940866358378963
27,Remove Element,[Array][Two Pointers],56.2%,Easy,0.019388802116478133
151,Reverse Words in a String,[Two Pointers][String],40.9%,Medium,0.018018505502678313
128,Longest Consecutive Sequence,[Array][Hash Table][Union Find],47.3%,Medium,0.01748296278034749
584,Find Customer Referee,[Database],69.4%,Easy,0.017101742152143374
58,Length of Last Word,[String],49.0%,Easy,0.015169043229667648
53,Maximum Subarray,[Array][Divide and Conquer][Dynamic Programming],50.6%,Medium,0.012783811042270835
169,Majority Element,[Array][Hash Table][Divide and Conquer][Sorting][Counting],64.7%,Easy,0.010672459890771873
