No,Title,Link,Tags,Acceptance,Difficulty,Frequency
362,Design Hit Counter,https://leetcode.com/problems/design-hit-counter/description/,[Array][Binary Search][Design][Queue][Data Stream],68.6%,Medium,1.0434802179733935
247,Strobogrammatic Number II,https://leetcode.com/problems/strobogrammatic-number-ii/description/,[Array][String][Recursion],52.1%,Medium,1.0296194171811583
1125,Smallest Sufficient Team,https://leetcode.com/problems/smallest-sufficient-team/description/,[Array][Dynamic Programming][Bit Manipulation][Bitmask],56.0%,Hard,1.007640510462383
681,Next Closest Time,https://leetcode.com/problems/next-closest-time/description/,[String][Enumeration],46.5%,Medium,0.9808292530117262
1601,Maximum Number of Achievable Transfer Requests,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests/description/,[Array][Backtracking][Bit Manipulation][Enumeration],64.5%,Hard,0.9555114450274363
315,Count of Smaller Numbers After Self,https://leetcode.com/problems/count-of-smaller-numbers-after-self/description/,[Array][Binary Search][Divide and Conquer][Binary Indexed Tree][Segment Tree][Merge Sort][Ordered Set],42.4%,Hard,0.952567380094287
366,Find Leaves of Binary Tree,https://leetcode.com/problems/find-leaves-of-binary-tree/description/,[Tree][Depth-First Search][Binary Tree],80.5%,Medium,0.9064059726416132
424,Longest Repeating Character Replacement,https://leetcode.com/problems/longest-repeating-character-replacement/description/,[Hash Table][String][Sliding Window],53.5%,Medium,0.9027576157585716
833,Find And Replace in String,https://leetcode.com/problems/find-and-replace-in-string/description/,[Array][String][Sorting],53.0%,Medium,0.8873031950009028
1,Two Sum,https://leetcode.com/problems/two-sum/description/,[Array][Hash Table],52.0%,Easy,0.8590878397216881
1740,Find Distance in a Binary Tree,https://leetcode.com/problems/find-distance-in-a-binary-tree/description/,[Hash Table][Tree][Depth-First Search][Breadth-First Search][Binary Tree],70.5%,Medium,0.8472978603872036
365,Water and Jug Problem,https://leetcode.com/problems/water-and-jug-problem/description/,[Math][Depth-First Search][Breadth-First Search],39.8%,Medium,0.8023464725249373
818,Race Car,https://leetcode.com/problems/race-car/description/,[Dynamic Programming],43.6%,Hard,0.7472144018302211
1727,Largest Submatrix With Rearrangements,https://leetcode.com/problems/largest-submatrix-with-rearrangements/description/,[Array][Greedy][Sorting][Matrix],75.4%,Medium,0.7472144018302211
564,Find the Closest Palindrome,https://leetcode.com/problems/find-the-closest-palindrome/description/,[Math][String],22.2%,Hard,0.734450986701181
146,LRU Cache,https://leetcode.com/problems/lru-cache/description/,[Hash Table][Linked List][Design][Doubly-Linked List],42.2%,Medium,0.72365063485336
1425,Constrained Subsequence Sum,https://leetcode.com/problems/constrained-subsequence-sum/description/,[Array][Dynamic Programming][Queue][Sliding Window][Heap (Priority Queue)][Monotonic Queue],56.7%,Hard,0.7191226669632059
1730,Shortest Path to Get Food,https://leetcode.com/problems/shortest-path-to-get-food/description/,[Array][Breadth-First Search][Matrix],54.6%,Medium,0.6931471805599453
655,Print Binary Tree,https://leetcode.com/problems/print-binary-tree/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],63.1%,Medium,0.680877087968131
85,Maximal Rectangle,https://leetcode.com/problems/maximal-rectangle/description/,[Array][Dynamic Programming][Stack][Matrix][Monotonic Stack],46.7%,Hard,0.6607942161081796
642,Design Search Autocomplete System,https://leetcode.com/problems/design-search-autocomplete-system/description/,[String][Design][Trie][Data Stream],48.9%,Hard,0.6576404921030354
759,Employee Free Time,https://leetcode.com/problems/employee-free-time/description/,[Array][Sorting][Heap (Priority Queue)],72.0%,Hard,0.6576404921030354
1062,Longest Repeating Substring,https://leetcode.com/problems/longest-repeating-substring/description/,[String][Binary Search][Dynamic Programming][Rolling Hash][Suffix Array][Hash Function],60.3%,Medium,0.6466271649250525
2982,Find Longest Special Substring That Occurs Thrice II,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii/description/,[Hash Table][String][Binary Search][Sliding Window][Counting],32.4%,Medium,0.6466271649250525
1793,Maximum Score of a Good Subarray,https://leetcode.com/problems/maximum-score-of-a-good-subarray/description/,[Array][Two Pointers][Binary Search][Stack][Monotonic Stack],64.6%,Hard,0.6157605169445252
2131,Longest Palindrome by Concatenating Two Letter Words,https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words/description/,[Array][Hash Table][String][Greedy][Counting],48.0%,Medium,0.6061358035703156
1146,Snapshot Array,https://leetcode.com/problems/snapshot-array/description/,[Array][Hash Table][Binary Search][Design],37.1%,Medium,0.5668534552356532
1930,Unique Length-3 Palindromic Subsequences,https://leetcode.com/problems/unique-length-3-palindromic-subsequences/description/,[Hash Table][String][Bit Manipulation][Prefix Sum],66.1%,Medium,0.5623075796011341
721,Accounts Merge,https://leetcode.com/problems/accounts-merge/description/,[Array][Hash Table][String][Depth-First Search][Breadth-First Search][Union Find][Sorting],56.9%,Medium,0.5587599898515266
834,Sum of Distances in Tree,https://leetcode.com/problems/sum-of-distances-in-tree/description/,[Dynamic Programming][Tree][Depth-First Search][Graph],59.3%,Hard,0.5465437063680699
406,Queue Reconstruction by Height,https://leetcode.com/problems/queue-reconstruction-by-height/description/,[Array][Binary Indexed Tree][Segment Tree][Sorting],73.3%,Medium,0.538996500732687
2316,Count Unreachable Pairs of Nodes in an Undirected Graph,https://leetcode.com/problems/count-unreachable-pairs-of-nodes-in-an-undirected-graph/description/,[Depth-First Search][Breadth-First Search][Union Find][Graph],49.7%,Medium,0.538996500732687
68,Text Justification,https://leetcode.com/problems/text-justification/description/,[Array][String][Simulation],42.7%,Hard,0.525088070686555
1048,Longest String Chain,https://leetcode.com/problems/longest-string-chain/description/,[Array][Hash Table][Two Pointers][String][Dynamic Programming],61.0%,Medium,0.5108256237659907
388,Longest Absolute File Path,https://leetcode.com/problems/longest-absolute-file-path/description/,[String][Stack][Depth-First Search],47.1%,Medium,0.491594261838103
446,Arithmetic Slices II - Subsequence,https://leetcode.com/problems/arithmetic-slices-ii-subsequence/description/,[Array][Dynamic Programming],54.6%,Hard,0.4855078157817007
329,Longest Increasing Path in a Matrix,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/description/,[Array][Dynamic Programming][Depth-First Search][Breadth-First Search][Graph][Topological Sort][Memoization][Matrix],53.4%,Hard,0.4766608102749149
690,Employee Importance,https://leetcode.com/problems/employee-importance/description/,[Array][Hash Table][Tree][Depth-First Search][Breadth-First Search],66.5%,Medium,0.462623521948113
253,Meeting Rooms II,https://leetcode.com/problems/meeting-rooms-ii/description/,[Array][Two Pointers][Greedy][Sorting][Heap (Priority Queue)][Prefix Sum],51.1%,Medium,0.4617537297735937
2091,Removing Minimum and Maximum From Array,https://leetcode.com/problems/removing-minimum-and-maximum-from-array/description/,[Array][Greedy],54.8%,Medium,0.4369283775639494
413,Arithmetic Slices,https://leetcode.com/problems/arithmetic-slices/description/,[Array][Dynamic Programming],65.0%,Medium,0.4274440148269396
685,Redundant Connection II,https://leetcode.com/problems/redundant-connection-ii/description/,[Depth-First Search][Breadth-First Search][Union Find][Graph],34.3%,Hard,0.4228568508200335
729,My Calendar I,https://leetcode.com/problems/my-calendar-i/description/,[Binary Search][Design][Segment Tree][Ordered Set],56.6%,Medium,0.4183685129440722
2035,Partition Array Into Two Arrays to Minimize Sum Difference,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/description/,[Array][Two Pointers][Binary Search][Dynamic Programming][Bit Manipulation][Ordered Set][Bitmask],20.0%,Hard,0.4183685129440722
2013,Detect Squares,https://leetcode.com/problems/detect-squares/description/,[Array][Hash Table][Design][Counting],50.7%,Medium,0.4139757977760729
490,The Maze,https://leetcode.com/problems/the-maze/description/,[Array][Depth-First Search][Breadth-First Search][Matrix],57.6%,Medium,0.4096756406445079
2007,Find Original Array From Doubled Array,https://leetcode.com/problems/find-original-array-from-doubled-array/description/,[Array][Hash Table][Greedy][Sorting],40.5%,Medium,0.4096756406445079
1352,Product of the Last K Numbers,https://leetcode.com/problems/product-of-the-last-k-numbers/description/,[Array][Math][Design][Queue][Data Stream],50.8%,Medium,0.4013413909243023
1768,Merge Strings Alternately,https://leetcode.com/problems/merge-strings-alternately/description/,[Two Pointers][String],79.5%,Easy,0.3987465248675198
980,Unique Paths III,https://leetcode.com/problems/unique-paths-iii/description/,[Array][Backtracking][Bit Manipulation][Matrix],81.7%,Hard,0.3933437475758196
3,Longest Substring Without Repeating Characters,https://leetcode.com/problems/longest-substring-without-repeating-characters/description/,[Hash Table][String][Sliding Window],34.5%,Medium,0.3880300462860629
1631,Path With Minimum Effort,https://leetcode.com/problems/path-with-minimum-effort/description/,[Array][Binary Search][Depth-First Search][Breadth-First Search][Union Find][Heap (Priority Queue)][Matrix],59.4%,Medium,0.3860812412871159
410,Split Array Largest Sum,https://leetcode.com/problems/split-array-largest-sum/description/,[Array][Binary Search][Dynamic Programming][Greedy][Prefix Sum],55.0%,Hard,0.3856624808119847
862,Shortest Subarray with Sum at Least K,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k/description/,[Array][Binary Search][Queue][Sliding Window][Heap (Priority Queue)][Prefix Sum][Monotonic Queue],26.0%,Hard,0.3856624808119847
652,Find Duplicate Subtrees,https://leetcode.com/problems/find-duplicate-subtrees/description/,[Hash Table][Tree][Depth-First Search][Binary Tree],59.3%,Medium,0.3782789678040075
200,Number of Islands,https://leetcode.com/problems/number-of-islands/description/,[Array][Depth-First Search][Breadth-First Search][Union Find][Matrix],58.5%,Medium,0.3729480655375747
1630,Arithmetic Subarrays,https://leetcode.com/problems/arithmetic-subarrays/description/,[Array][Hash Table][Sorting],83.8%,Medium,0.3643378166843015
2115,Find All Possible Recipes from Given Supplies,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies/description/,[Array][Hash Table][String][Graph][Topological Sort],49.4%,Medium,0.3610133455373305
1254,Number of Closed Islands,https://leetcode.com/problems/number-of-closed-islands/description/,[Array][Depth-First Search][Breadth-First Search][Union Find][Matrix],66.4%,Medium,0.3577496350684978
5,Longest Palindromic Substring,https://leetcode.com/problems/longest-palindromic-substring/description/,[String][Dynamic Programming],33.7%,Medium,0.3513721126455859
459,Repeated Substring Pattern,https://leetcode.com/problems/repeated-substring-pattern/description/,[String][String Matching],46.1%,Easy,0.349845392833071
1980,Find Unique Binary String,https://leetcode.com/problems/find-unique-binary-string/description/,[Array][Hash Table][String][Backtracking],74.5%,Medium,0.3422862064866327
650,2 Keys Keyboard,https://leetcode.com/problems/2-keys-keyboard/description/,[Math][Dynamic Programming],54.0%,Medium,0.3393540829961018
417,Pacific Atlantic Water Flow,https://leetcode.com/problems/pacific-atlantic-water-flow/description/,[Array][Depth-First Search][Breadth-First Search][Matrix],55.1%,Medium,0.3240924361476212
295,Find Median from Data Stream,https://leetcode.com/problems/find-median-from-data-stream/description/,[Two Pointers][Design][Sorting][Heap (Priority Queue)][Data Stream],51.8%,Hard,0.3150810466398953
2235,Add Two Integers,https://leetcode.com/problems/add-two-integers/description/,[Math],87.5%,Easy,0.3142822926535801
300,Longest Increasing Subsequence,https://leetcode.com/problems/longest-increasing-subsequence/description/,[Array][Binary Search][Dynamic Programming],55.0%,Medium,0.3138601198048769
832,Flipping an Image,https://leetcode.com/problems/flipping-an-image/description/,[Array][Two Pointers][Bit Manipulation][Matrix][Simulation],81.7%,Easy,0.3012613305781618
88,Merge Sorted Array,https://leetcode.com/problems/merge-sorted-array/description/,[Array][Two Pointers][Sorting],49.2%,Easy,0.2971052925690822
718,Maximum Length of Repeated Subarray,https://leetcode.com/problems/maximum-length-of-repeated-subarray/description/,[Array][Binary Search][Dynamic Programming][Sliding Window][Rolling Hash][Hash Function],51.0%,Medium,0.291910408561302
210,Course Schedule II,https://leetcode.com/problems/course-schedule-ii/description/,[Depth-First Search][Breadth-First Search][Graph][Topological Sort],50.1%,Medium,0.2900346193274134
1361,Validate Binary Tree Nodes,https://leetcode.com/problems/validate-binary-tree-nodes/description/,[Tree][Depth-First Search][Breadth-First Search][Union Find][Graph][Binary Tree],44.0%,Medium,0.2795848622191615
72,Edit Distance,https://leetcode.com/problems/edit-distance/description/,[String][Dynamic Programming],56.1%,Medium,0.2716364238085919
470,Implement Rand10() Using Rand7(),https://leetcode.com/problems/implement-rand10-using-rand7/description/,[Math][Rejection Sampling][Randomized][Probability and Statistics],46.0%,Medium,0.2646925542270822
2,Add Two Numbers,https://leetcode.com/problems/add-two-numbers/description/,[Linked List][Math][Recursion],42.4%,Medium,0.2584382340087571
460,LFU Cache,https://leetcode.com/problems/lfu-cache/description/,[Hash Table][Linked List][Design][Doubly-Linked List],44.0%,Hard,0.2545298651348804
394,Decode String,https://leetcode.com/problems/decode-string/description/,[String][Stack][Recursion],59.0%,Medium,0.2339580103077579
1423,Maximum Points You Can Obtain from Cards,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/description/,[Array][Sliding Window][Prefix Sum],52.3%,Medium,0.2322522675124501
380,Insert Delete GetRandom O(1),https://leetcode.com/problems/insert-delete-getrandom-o1/description/,[Array][Hash Table][Math][Design][Randomized],54.4%,Medium,0.2285861772033499
399,Evaluate Division,https://leetcode.com/problems/evaluate-division/description/,[Array][Depth-First Search][Breadth-First Search][Union Find][Graph][Shortest Path],61.5%,Medium,0.2253882211680336
4,Median of Two Sorted Arrays,https://leetcode.com/problems/median-of-two-sorted-arrays/description/,[Array][Binary Search][Divide and Conquer],39.4%,Hard,0.2232217037897291
56,Merge Intervals,https://leetcode.com/problems/merge-intervals/description/,[Array][Sorting],47.1%,Medium,0.2221278071943743
269,Alien Dictionary,https://leetcode.com/problems/alien-dictionary/description/,[Array][String][Depth-First Search][Breadth-First Search][Graph][Topological Sort],35.7%,Hard,0.2219005430746127
15,3Sum,https://leetcode.com/problems/3sum/description/,[Array][Two Pointers][Sorting],34.2%,Medium,0.2167810635452002
322,Coin Change,https://leetcode.com/problems/coin-change/description/,[Array][Dynamic Programming][Breadth-First Search],43.6%,Medium,0.215369755296619
48,Rotate Image,https://leetcode.com/problems/rotate-image/description/,[Array][Math][Matrix],73.8%,Medium,0.2098256889820608
416,Partition Equal Subset Sum,https://leetcode.com/problems/partition-equal-subset-sum/description/,[Array][Dynamic Programming],46.2%,Medium,0.2045317041196106
875,Koko Eating Bananas,https://leetcode.com/problems/koko-eating-bananas/description/,[Array][Binary Search],49.0%,Medium,0.203956119361948
18,4Sum,https://leetcode.com/problems/4sum/description/,[Array][Two Pointers][Sorting],36.1%,Medium,0.2016451169765236
528,Random Pick with Weight,https://leetcode.com/problems/random-pick-with-weight/description/,[Array][Math][Binary Search][Prefix Sum][Randomized],46.6%,Medium,0.2015726120960071
981,Time Based Key-Value Store,https://leetcode.com/problems/time-based-key-value-store/description/,[Hash Table][String][Binary Search][Design],49.6%,Medium,0.2015726120960071
21,Merge Two Sorted Lists,https://leetcode.com/problems/merge-two-sorted-lists/description/,[Linked List][Recursion],64.0%,Easy,0.1958989274303531
312,Burst Balloons,https://leetcode.com/problems/burst-balloons/description/,[Array][Dynamic Programming],58.5%,Hard,0.1957445771260953
128,Longest Consecutive Sequence,https://leetcode.com/problems/longest-consecutive-sequence/description/,[Array][Hash Table][Union Find],47.3%,Medium,0.1956073935056044
455,Assign Cookies,https://leetcode.com/problems/assign-cookies/description/,[Array][Two Pointers][Greedy][Sorting],52.7%,Easy,0.1950000150537256
7,Reverse Integer,https://leetcode.com/problems/reverse-integer/description/,[Math],28.4%,Medium,0.1922063160264966
337,House Robber III,https://leetcode.com/problems/house-robber-iii/description/,[Dynamic Programming][Tree][Depth-First Search][Binary Tree],54.2%,Medium,0.1910552367627092
518,Coin Change II,https://leetcode.com/problems/coin-change-ii/description/,[Array][Dynamic Programming],63.6%,Medium,0.1861022796338606
323,Number of Connected Components in an Undirected Graph,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/description/,[Depth-First Search][Breadth-First Search][Union Find][Graph],62.7%,Medium,0.1831587272070182
22,Generate Parentheses,https://leetcode.com/problems/generate-parentheses/description/,[String][Dynamic Programming][Backtracking],74.2%,Medium,0.1793165005781831
1472,Design Browser History,https://leetcode.com/problems/design-browser-history/description/,[Array][Linked List][Stack][Design][Doubly-Linked List][Data Stream],77.5%,Medium,0.1790482314489854
42,Trapping Rain Water,https://leetcode.com/problems/trapping-rain-water/description/,[Array][Two Pointers][Dynamic Programming][Stack][Monotonic Stack],60.8%,Hard,0.1778949720329923
207,Course Schedule,https://leetcode.com/problems/course-schedule/description/,[Depth-First Search][Breadth-First Search][Graph][Topological Sort],46.6%,Medium,0.1777716626919773
692,Top K Frequent Words,https://leetcode.com/problems/top-k-frequent-words/description/,[Hash Table][String][Trie][Sorting][Heap (Priority Queue)][Bucket Sort][Counting],57.8%,Medium,0.1728428128394108
501,Find Mode in Binary Search Tree,https://leetcode.com/problems/find-mode-in-binary-search-tree/description/,[Tree][Depth-First Search][Binary Search Tree][Binary Tree],55.9%,Easy,0.1720973230180951
316,Remove Duplicate Letters,https://leetcode.com/problems/remove-duplicate-letters/description/,[String][Stack][Greedy][Monotonic Stack],49.4%,Medium,0.1698990367953974
1757,Recyclable and Low Fat Products,https://leetcode.com/problems/recyclable-and-low-fat-products/description/,[Database],89.2%,Easy,0.1665986464383344
896,Monotonic Array,https://leetcode.com/problems/monotonic-array/description/,[Array],61.1%,Easy,0.1656671218888174
560,Subarray Sum Equals K,https://leetcode.com/problems/subarray-sum-equals-k/description/,[Array][Hash Table][Prefix Sum],43.4%,Medium,0.1656121233462649
1164,Product Price at a Given Date,https://leetcode.com/problems/product-price-at-a-given-date/description/,[Database],55.4%,Medium,0.1585032438261003
1480,Running Sum of 1d Array,https://leetcode.com/problems/running-sum-of-1d-array/description/,[Array][Prefix Sum],86.7%,Easy,0.1584333416192591
941,Valid Mountain Array,https://leetcode.com/problems/valid-mountain-array/description/,[Array],33.4%,Easy,0.1571855835224123
1004,Max Consecutive Ones III,https://leetcode.com/problems/max-consecutive-ones-iii/description/,[Array][Binary Search][Sliding Window][Prefix Sum],62.7%,Medium,0.1561098395225586
1512,Number of Good Pairs,https://leetcode.com/problems/number-of-good-pairs/description/,[Array][Hash Table][Math][Counting],88.9%,Easy,0.1556533097117933
89,Gray Code,https://leetcode.com/problems/gray-code/description/,[Math][Backtracking][Bit Manipulation],58.8%,Medium,0.1535577358430907
1235,Maximum Profit in Job Scheduling,https://leetcode.com/problems/maximum-profit-in-job-scheduling/description/,[Array][Binary Search][Dynamic Programming][Sorting],54.8%,Hard,0.1512309697239235
1838,Frequency of the Most Frequent Element,https://leetcode.com/problems/frequency-of-the-most-frequent-element/description/,[Array][Binary Search][Greedy][Sliding Window][Sorting][Prefix Sum],45.3%,Medium,0.1484200051182732
39,Combination Sum,https://leetcode.com/problems/combination-sum/description/,[Array][Backtracking],71.0%,Medium,0.1474988716203852
20,Valid Parentheses,https://leetcode.com/problems/valid-parentheses/description/,[String][Stack],40.5%,Easy,0.1399796728982092
17,Letter Combinations of a Phone Number,https://leetcode.com/problems/letter-combinations-of-a-phone-number/description/,[Hash Table][String][Backtracking],60.0%,Medium,0.1344664763107119
79,Word Search,https://leetcode.com/problems/word-search/description/,[Array][String][Backtracking][Matrix],41.4%,Medium,0.1334198788245743
115,Distinct Subsequences,https://leetcode.com/problems/distinct-subsequences/description/,[String][Dynamic Programming],46.5%,Hard,0.1330864537962701
226,Invert Binary Tree,https://leetcode.com/problems/invert-binary-tree/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],76.6%,Easy,0.1283151831308654
37,Sudoku Solver,https://leetcode.com/problems/sudoku-solver/description/,[Array][Hash Table][Backtracking][Matrix],60.5%,Hard,0.1232748924573335
485,Max Consecutive Ones,https://leetcode.com/problems/max-consecutive-ones/description/,[Array],58.6%,Easy,0.1221026968008998
645,Set Mismatch,https://leetcode.com/problems/set-mismatch/description/,[Array][Hash Table][Bit Manipulation][Sorting],44.6%,Easy,0.1209933112866316
14,Longest Common Prefix,https://leetcode.com/problems/longest-common-prefix/description/,[String][Trie],42.4%,Easy,0.1197718814846846
1642,Furthest Building You Can Reach,https://leetcode.com/problems/furthest-building-you-can-reach/description/,[Array][Greedy][Heap (Priority Queue)],49.7%,Medium,0.1184816036205234
767,Reorganize String,https://leetcode.com/problems/reorganize-string/description/,[Hash Table][String][Greedy][Sorting][Heap (Priority Queue)][Counting],54.5%,Medium,0.117436835202865
346,Moving Average from Data Stream,https://leetcode.com/problems/moving-average-from-data-stream/description/,[Array][Design][Queue][Data Stream],78.1%,Easy,0.1164103518444112
208,Implement Trie (Prefix Tree),https://leetcode.com/problems/implement-trie-prefix-tree/description/,[Hash Table][String][Design][Trie],64.7%,Medium,0.1105418743998238
70,Climbing Stairs,https://leetcode.com/problems/climbing-stairs/description/,[Math][Dynamic Programming][Memoization],52.8%,Easy,0.1104400354523734
54,Spiral Matrix,https://leetcode.com/problems/spiral-matrix/description/,[Array][Matrix][Simulation],48.9%,Medium,0.110304542014706
278,First Bad Version,https://leetcode.com/problems/first-bad-version/description/,[Binary Search][Interactive],44.2%,Easy,0.1097323883792164
493,Reverse Pairs,https://leetcode.com/problems/reverse-pairs/description/,[Array][Binary Search][Divide and Conquer][Binary Indexed Tree][Segment Tree][Merge Sort][Ordered Set],30.6%,Hard,0.1059190188837373
853,Car Fleet,https://leetcode.com/problems/car-fleet/description/,[Array][Stack][Sorting][Monotonic Stack],50.7%,Medium,0.1005872369051686
332,Reconstruct Itinerary,https://leetcode.com/problems/reconstruct-itinerary/description/,[Depth-First Search][Graph][Eulerian Circuit],43.3%,Hard,0.0993371898656319
796,Rotate String,https://leetcode.com/problems/rotate-string/description/,[String][String Matching],57.7%,Easy,0.0990909026442309
71,Simplify Path,https://leetcode.com/problems/simplify-path/description/,[String][Stack],41.9%,Medium,0.0974797142055892
743,Network Delay Time,https://leetcode.com/problems/network-delay-time/description/,[Depth-First Search][Breadth-First Search][Graph][Heap (Priority Queue)][Shortest Path],53.4%,Medium,0.097400530118382
25,Reverse Nodes in k-Group,https://leetcode.com/problems/reverse-nodes-in-k-group/description/,[Linked List][Recursion],58.1%,Hard,0.0969542410048916
11,Container With Most Water,https://leetcode.com/problems/container-with-most-water/description/,[Array][Two Pointers][Greedy],54.9%,Medium,0.0963569126894387
257,Binary Tree Paths,https://leetcode.com/problems/binary-tree-paths/description/,[String][Backtracking][Tree][Depth-First Search][Binary Tree],63.3%,Easy,0.0953101798043248
239,Sliding Window Maximum,https://leetcode.com/problems/sliding-window-maximum/description/,[Array][Queue][Sliding Window][Heap (Priority Queue)][Monotonic Queue],46.5%,Hard,0.0934288979979219
409,Longest Palindrome,https://leetcode.com/problems/longest-palindrome/description/,[Hash Table][String][Greedy],53.9%,Easy,0.0924445325220012
49,Group Anagrams,https://leetcode.com/problems/group-anagrams/description/,[Array][Hash Table][String][Sorting],68.2%,Medium,0.087961030131289
217,Contains Duplicate,https://leetcode.com/problems/contains-duplicate/description/,[Array][Hash Table][Sorting],61.4%,Easy,0.0875406735668521
441,Arranging Coins,https://leetcode.com/problems/arranging-coins/description/,[Math][Binary Search],46.5%,Easy,0.0860746087712429
451,Sort Characters By Frequency,https://leetcode.com/problems/sort-characters-by-frequency/description/,[Hash Table][String][Sorting][Heap (Priority Queue)][Bucket Sort][Counting],72.4%,Medium,0.0858896718804296
74,Search a 2D Matrix,https://leetcode.com/problems/search-a-2d-matrix/description/,[Array][Binary Search][Matrix],49.8%,Medium,0.0847515932438304
57,Insert Interval,https://leetcode.com/problems/insert-interval/description/,[Array],40.0%,Medium,0.0840831172105414
211,Design Add and Search Words Data Structure,https://leetcode.com/problems/design-add-and-search-words-data-structure/description/,[String][Depth-First Search][Design][Trie],45.0%,Medium,0.0835558856909735
